Date,GameID,Drive,qtr,down,time,TimeUnder,TimeSecs,PlayTimeDiff,SideofField,yrdln,yrdline100,ydstogo,ydsnet,GoalToGo,FirstDown,posteam,DefensiveTeam,desc,PlayAttempted,Yards.Gained,sp,Touchdown,ExPointResult,TwoPointConv,DefTwoPoint,Safety,Onsidekick,PuntResult,PlayType,Passer,Passer_ID,PassAttempt,PassOutcome,PassLength,AirYards,YardsAfterCatch,QBHit,PassLocation,InterceptionThrown,Interceptor,Rusher,Rusher_ID,RushAttempt,RunLocation,RunGap,Receiver,Receiver_ID,Reception,ReturnResult,Returner,BlockingPlayer,Tackler1,Tackler2,FieldGoalResult,FieldGoalDistance,Fumble,RecFumbTeam,RecFumbPlayer,Sack,Challenge.Replay,ChalReplayResult,Accepted.Penalty,PenalizedTeam,PenaltyType,PenalizedPlayer,Penalty.Yards,PosTeamScore,DefTeamScore,ScoreDiff,AbsScoreDiff,HomeTeam,AwayTeam,Timeout_Indicator,Timeout_Team,posteam_timeouts_pre,HomeTimeouts_Remaining_Pre,AwayTimeouts_Remaining_Pre,HomeTimeouts_Remaining_Post,AwayTimeouts_Remaining_Post,No_Score_Prob,Opp_Field_Goal_Prob,Opp_Safety_Prob,Opp_Touchdown_Prob,Field_Goal_Prob,Safety_Prob,Touchdown_Prob,ExPoint_Prob,TwoPoint_Prob,ExpPts,EPA,airEPA,yacEPA,Home_WP_pre,Away_WP_pre,Home_WP_post,Away_WP_post,Win_Prob,WPA,airWPA,yacWPA,Season
2016-12-11,2016121101,15,3,,15:00,15,1800.0,0.0,SD,35.0,35.0,0,0,0.0,,CAR,SD,"J.Lambo kicks 65 yards from SD 35 to end zone, Touchback.",1,0,0,0,,,,0,0,,Kickoff,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,Touchback,,,,,,,0,,,0,0,,0,,,,0,23.0,7.0,16.0,16.0,CAR,SD,0,None,3,3,3,3,3,0.0013736795911316,0.1626315095188615,0.004440726358228,0.2541786337864296,0.23308117414857,0.0036557130265806,0.3406385635701985,0.0,0.0,0.8149984757122131,0.0,,,0.9255971343372076,0.0744028656627924,0.9255971343372076,0.0744028656627924,0.9255971343372076,0.0,,,2016
2016-12-11,2016121101,15,3,1.0,15:00,15,1800.0,0.0,CAR,25.0,75.0,10,0,0.0,0.0,CAR,SD,(15:00) (Shotgun) C.Newton pass incomplete short left to G.Olsen.,1,0,0,0,,,,0,0,,Pass,C.Newton,00-0027939,1,Incomplete Pass,Short,11,0,0,left,0,,,None,0,,,G.Olsen,00-0025418,0,,,,,,,,0,,,0,0,,0,,,,0,23.0,7.0,16.0,16.0,CAR,SD,0,None,3,3,3,3,3,0.0013736795911316,0.1626315095188615,0.004440726358228,0.2541786337864296,0.23308117414857,0.0036557130265806,0.3406385635701985,0.0,0.0,0.8149984757122131,-0.7713799182668402,1.021191445512822,-1.792571363779662,0.9255971343372076,0.0744028656627924,0.9161868294571092,0.0838131705428907,0.9255971343372076,-0.0094103048800983,0.0120604036061974,-0.0214707084862957,2016
2016-12-11,2016121101,15,3,2.0,14:56,15,1796.0,4.0,CAR,25.0,75.0,10,36,0.0,1.0,CAR,SD,(14:56) (Shotgun) C.Newton pass deep right to G.Olsen to SD 39 for 36 yards (D.Lowery).,1,36,0,0,,,,0,0,,Pass,C.Newton,00-0027939,1,Complete,Deep,27,9,0,right,0,,,None,0,,,G.Olsen,00-0025418,1,,,,D.Lowery,,,,0,,,0,0,,0,,,,0,23.0,7.0,16.0,16.0,CAR,SD,0,None,3,3,3,3,3,0.0014299827968882,0.1886362112144725,0.005702743381537,0.2955062133918165,0.2129178096348129,0.0039853068746335,0.2918217327058392,0.0,0.0,0.0436185574453729,3.562581914364004,3.023175629966559,0.5394062843974448,0.9161868294571092,0.0838131705428907,0.9571647426040246,0.0428352573959753,0.9161868294571092,0.0409779131469153,0.0352353585517629,0.0057425545951523,2016
2016-12-11,2016121101,15,3,1.0,14:20,15,1760.0,36.0,SD,39.0,39.0,10,37,0.0,0.0,CAR,SD,"(14:20) (No Huddle, Shotgun) C.Newton right tackle to SD 38 for 1 yard (D.Square).",1,1,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,J.Stewart,00-0027939,1,left,guard,,None,0,,,,D.Square,,,,0,,,0,0,,0,,,,0,23.0,7.0,16.0,16.0,CAR,SD,0,None,3,3,3,3,3,0.0006589525826145801,0.062652919216564,0.00019423911064269983,0.0972573910627728,0.3457229991961509,0.0032828088574944,0.4902306899737603,0.0,0.0,3.6062004718093768,-0.4198692739854355,,,0.9571647426040246,0.0428352573959753,0.9528595474112634,0.0471404525887365,0.9571647426040246,-0.0043051951927611,,,2016
2016-12-11,2016121101,15,3,2.0,13:50,14,1730.0,30.0,SD,38.0,38.0,9,45,0.0,0.0,CAR,SD,"(13:50) (No Huddle, Shotgun) C.Newton pass short middle to C.Brown to SD 30 for 8 yards (D.Perryman).",1,8,0,0,,,,0,0,,Pass,C.Newton,00-0027939,1,Complete,Short,0,8,0,middle,0,,,None,0,,,C.Brown,00-0031118,1,,,,D.Perryman,,,,0,,,0,0,,0,,,,0,23.0,7.0,16.0,16.0,CAR,SD,0,None,3,3,3,3,3,0.0007857100641384957,0.071550016559995,0.00035705032071010656,0.1124649257706969,0.3743275539652065,0.0035272073180327,0.43698753600122,0.0,0.0,3.1863311978239413,0.5840181007016478,-0.8286305181052129,1.4126486188068608,0.9528595474112634,0.0471404525887365,0.95903986554428,0.0409601344557201,0.9528595474112634,0.0061803181330164,-0.0090610705117862,0.0152413886448027,2016
2016-12-11,2016121101,15,3,3.0,13:09,14,1689.0,41.0,SD,30.0,30.0,1,66,0.0,1.0,CAR,SD,(13:09) C.Newton pass short left to G.Olsen to SD 9 for 21 yards (C.Hayward) [T.Palepoi]. David Yankey reported as eligible,1,21,0,0,,,,0,0,,Pass,C.Newton,00-0027939,1,Complete,Short,-1,22,1,left,0,,,None,0,,,G.Olsen,00-0025418,1,,,,,,,,0,,,0,0,,0,,,,0,23.0,7.0,16.0,16.0,CAR,SD,0,None,3,3,3,3,3,0.0007514977634244521,0.0514460038084159,0.0002166532076958592,0.080367671481152,0.3923907275606133,0.002653997839687,0.4721734483390113,0.0,0.0,3.770349298525589,1.4261768548788385,-1.9518969531946344,3.3780738080734727,0.95903986554428,0.0409601344557201,0.9723647489164806,0.0276352510835193,0.95903986554428,0.0133248833722007,-0.0212464536776261,0.0345713370498268,2016
2016-12-11,2016121101,15,3,1.0,12:21,13,1641.0,48.0,SD,9.0,9.0,9,70,1.0,0.0,CAR,SD,(12:21) (Shotgun) J.Stewart right guard to SD 5 for 4 yards (D.Perryman).,1,4,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,J.Stewart,00-0026153,1,middle,,,None,0,,,,D.Perryman,,,,0,,,0,0,,0,,,,0,23.0,7.0,16.0,16.0,CAR,SD,0,None,3,3,3,3,3,0.0002843106490670009,0.0134609191039129,6.646966882680466e-06,0.0157333868980141,0.3596612462509495,0.0015804513470068,0.6092730387841669,0.0,0.0,5.196526153404427,0.0564565852486511,,,0.9723647489164806,0.0276352510835193,0.972960722131247,0.027039277868753,0.9723647489164806,0.0005959732147663432,,,2016
2016-12-11,2016121101,15,3,2.0,11:43,12,1603.0,38.0,SD,5.0,5.0,5,70,1.0,0.0,CAR,SD,(11:43) (Shotgun) C.Newton pass incomplete short right to E.Dickson.,1,0,0,0,,,,0,0,,Pass,C.Newton,00-0027939,1,Incomplete Pass,Short,5,0,0,right,0,,,None,0,,,E.Dickson,00-0027675,0,,,,,,,,0,,,0,0,,0,,,,0,23.0,7.0,16.0,16.0,CAR,SD,0,None,3,3,3,3,3,0.00031211048646883607,0.0144400749812014,3.349017408803157e-05,0.0179435775188324,0.3343114275688745,0.002334906204736,0.6306244130657986,0.0,0.0,5.252982738653079,-0.7377306403754931,1.7470172613469217,-2.4847479017224146,0.972960722131247,0.027039277868753,0.9665713934747548,0.0334286065252452,0.972960722131247,-0.0063893286564922,0.012103588278252,-0.0184929169347443,2016
2016-12-11,2016121101,15,3,3.0,11:37,12,1597.0,6.0,SD,5.0,5.0,5,65,1.0,0.0,CAR,SD,"(11:37) (Shotgun) PENALTY on CAR-T.Turner, False Start, 5 yards, enforced at SD 5 - No Play.",1,0,0,0,,,,0,0,,No Play,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,,,,,,,0,,,0,0,,1,CAR,False Start,T.Turner,5,23.0,7.0,16.0,16.0,CAR,SD,0,None,3,3,3,3,3,0.0003905116011754512,0.0182651868064054,6.790620334516782e-05,0.0241681863703489,0.4861943212010235,0.0031238805262092,0.4677900072914923,0.0,0.0,4.5152520982775854,-0.5008086893404586,,,0.9665713934747548,0.0334286065252452,0.9618302716184208,0.0381697283815791,0.9665713934747548,-0.0047411218563339,,,2016
2016-12-11,2016121101,15,3,3.0,11:37,12,1597.0,0.0,SD,10.0,10.0,10,70,1.0,0.0,CAR,SD,"(11:37) (Shotgun) PENALTY on SD-C.Liuget, Neutral Zone Infraction, 5 yards, enforced at SD 10 - No Play.",1,0,0,0,,,,0,0,,No Play,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,,,,,,,0,,,0,0,,1,SD,Neutral Zone Infraction,C.Liuget,5,23.0,7.0,16.0,16.0,CAR,SD,0,None,3,3,3,3,3,0.000448841926045036,0.0196361110717416,2.9932128817455103e-05,0.0246618506861686,0.607320707524399,0.0022470915999654,0.3456554650628627,0.0,0.0,4.014443408937127,0.5008086893404586,,,0.9618302716184208,0.0381697283815791,0.9665713934747548,0.0334286065252452,0.9618302716184208,0.0047411218563339,,,2016
2016-12-11,2016121101,15,3,3.0,11:37,12,1597.0,0.0,SD,5.0,5.0,5,70,1.0,0.0,CAR,SD,(11:37) (Shotgun) C.Newton pass incomplete short middle to G.Olsen (D.Lowery).,1,0,0,0,,,,0,0,,Pass,C.Newton,00-0027939,1,Incomplete Pass,Short,5,0,0,middle,0,,,None,0,,,G.Olsen,00-0025418,0,,,,,,,,0,,,0,0,,0,,,,0,23.0,7.0,16.0,16.0,CAR,SD,0,None,3,3,3,3,3,0.0003905116011754512,0.0182651868064054,6.790620334516782e-05,0.0241681863703489,0.4861943212010235,0.0031238805262092,0.4677900072914923,0.0,0.0,4.5152520982775854,-1.5696948798657355,2.4847479017224146,-4.054442781588151,0.9665713934747548,0.0334286065252452,0.9508507093229542,0.0491492906770457,0.9665713934747548,-0.0157206841518005,0.0185071015752199,-0.0342277857270204,2016
2016-12-11,2016121101,15,3,4.0,11:33,12,1593.0,4.0,SD,5.0,5.0,5,70,1.0,0.0,CAR,SD,"(11:33) G.Gano 23 yard field goal is GOOD, Center-J.Jansen, Holder-M.Palardy.",1,0,1,0,,,,0,0,,Field Goal,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,,,,,,Good,23.0,0,,,0,0,,0,,,,0,23.0,7.0,16.0,16.0,CAR,SD,0,None,3,3,3,3,3,8.007188304785606e-05,0.0037874887776968,6.913975694439219e-05,0.0056268295282351,0.9838655276911286,0.00022948173150813965,0.006341460631439,0.0,0.0,2.94555721841185,0.05444278158815,,,0.9508507093229542,0.0491492906770457,0.9421321573611192,0.0578678426388808,0.9508507093229542,-0.0087185519618351,,,2016
2016-12-11,2016121101,16,3,,11:29,12,1589.0,4.0,CAR,35.0,35.0,0,0,0.0,,SD,CAR,"G.Gano kicks 65 yards from CAR 35 to end zone, Touchback.",1,0,0,0,,,,0,0,,Kickoff,,None,0,,,0,0,0,,0,,,None,0,,,,None,0,Touchback,,,,,,,0,,,0,0,,0,,,,0,7.0,26.0,-19.0,19.0,CAR,SD,0,None,3,3,3,3,3,0.0032054478501359,0.161079014581914,0.0043847997271734,0.2497487727375441,0.2339786811274997,0.0036168791372643,0.3439864048384684,0.0,0.0,0.8768265831634081,0.0,,,0.9421321573611192,0.0578678426388808,0.9421321573611192,0.0578678426388808,0.0578678426388808,0.0,,,2016
2016-12-11,2016121101,16,3,1.0,11:29,12,1589.0,0.0,SD,25.0,75.0,10,5,0.0,0.0,SD,CAR,(11:29) (Shotgun) P.Rivers pass short left to K.Farrow to SD 30 for 5 yards (K.Coleman; T.Davis).,1,5,0,0,,,,0,0,,Pass,P.Rivers,00-0022942,1,Complete,Short,-5,10,0,left,0,,,None,0,,,K.Farrow,00-0032902,1,,,,K.Coleman,T.Davis,,,0,,,0,0,,0,,,,0,7.0,26.0,-19.0,19.0,CAR,SD,0,None,3,3,3,3,3,0.0032054478501359,0.161079014581914,0.0043847997271734,0.2497487727375441,0.2339786811274997,0.0036168791372643,0.3439864048384684,0.0,0.0,0.8768265831634081,0.094903510996654,-1.4718125005944436,1.5667160115910976,0.9421321573611192,0.0578678426388808,0.9417036564086364,0.0582963435913637,0.0578678426388808,0.0004285009524828687,-0.0145994691228181,0.015027970075301,2016
2016-12-11,2016121101,16,3,2.0,10:55,11,1555.0,34.0,SD,30.0,70.0,5,9,0.0,0.0,SD,CAR,(10:55) (No Huddle) K.Farrow left tackle to SD 34 for 4 yards (K.Coleman).,1,4,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,C.Newton,00-0032902,1,right,tackle,,None,0,,,,K.Coleman,,,,0,,,0,0,,0,,,,0,7.0,26.0,-19.0,19.0,CAR,SD,0,None,3,3,3,3,3,0.0034839277813463,0.1597660035783203,0.0033724200978712,0.2445886756900705,0.2329725387854795,0.0039477959807128,0.3518686380861992,0.0,0.0,0.9717300941600622,0.5442503153361895,,,0.9417036564086364,0.0582963435913637,0.936749357643922,0.0632506423560781,0.0582963435913637,0.0049542987647144,,,2016
2016-12-11,2016121101,16,3,3.0,10:14,11,1514.0,41.0,SD,34.0,66.0,1,12,0.0,1.0,SD,CAR,(10:14) K.Farrow up the middle to SD 37 for 3 yards (S.Thompson). Kenny Wiggins reported as eligible,1,3,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,J.Stewart,00-0032902,1,right,guard,,None,0,,,,S.Thompson,,,,0,,,0,0,,0,,,,0,7.0,26.0,-19.0,19.0,CAR,SD,0,None,3,3,3,3,3,0.0037314720128037,0.150250434598836,0.0029219964719896,0.2228543899134378,0.1984681365455657,0.0030525934414923,0.4187209770158746,0.0,0.0,1.5159804094962517,0.4869407352028674,,,0.936749357643922,0.0632506423560781,0.932307542831216,0.0676924571687841,0.0632506423560781,0.0044418148127059,,,2016
2016-12-11,2016121101,16,3,1.0,09:36,10,1476.0,38.0,SD,37.0,63.0,10,21,0.0,0.0,SD,CAR,(9:36) P.Rivers pass short left to K.Farrow to SD 46 for 9 yards (S.Thompson).,1,9,0,0,,,,0,0,,Pass,P.Rivers,00-0022942,1,Complete,Short,3,6,0,left,0,,,None,0,,,K.Farrow,00-0032902,1,,,,S.Thompson,,,,0,,,0,0,,0,,,,0,7.0,26.0,-19.0,19.0,CAR,SD,0,None,3,3,3,3,3,0.0038892570610674,0.1211929611252911,0.0015951613652366,0.1867748531478578,0.2776721397107535,0.0036062978840683,0.4052693297057248,0.0,0.0,2.002921144699119,1.1343695568693204,-0.2556032607118081,1.3899728175811286,0.932307542831216,0.0676924571687841,0.9207065662408696,0.0792934337591303,0.0676924571687841,0.0116009765903462,-0.0027998288476215,0.0144008054379677,2016
2016-12-11,2016121101,16,3,2.0,09:01,10,1441.0,35.0,SD,46.0,54.0,1,23,0.0,1.0,SD,CAR,(9:01) K.Farrow left guard to SD 48 for 2 yards (T.Boston).,1,2,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,K.Farrow,00-0032902,1,left,tackle,,None,0,,,,T.Boston,,,,0,,,0,0,,0,,,,0,7.0,26.0,-19.0,19.0,CAR,SD,0,None,3,3,3,3,3,0.0037218317003892,0.0886854762757894,0.000662261716930302,0.1310259117174859,0.2730051447052966,0.0034916030905157,0.4994077707935926,0.0,0.0,3.1372907015684395,-0.2677641996477535,,,0.9207065662408696,0.0792934337591303,0.924212005782679,0.0757879942173209,0.0792934337591303,-0.0035054395418093,,,2016
2016-12-11,2016121101,16,3,1.0,08:35,9,1415.0,26.0,SD,48.0,52.0,10,26,0.0,0.0,SD,CAR,"(8:35) (No Huddle, Shotgun) K.Farrow right guard to CAR 49 for 3 yards (K.Ealy; K.Coleman).",1,3,0,0,,,,0,0,,Run,,None,0,,,0,0,0,,0,,K.Farrow,00-0032902,1,middle,,,None,0,,,,K.Ealy,K.Coleman,,,0,,,0,0,,0,,,,0,7.0,26.0,-19.0,19.0,CAR,SD,0,None,3,3,3,3,3,0.0037631487040314,0.0899554586344122,0.000608611203408488,0.1380905778553818,0.3121255504358681,0.0034658156514953,0.4519908375154026,0.0,0.0,2.869526501920686,-0.2236803133675491,,,0.924212005782679,0.0757879942173209,0.9275723305974788,0.0724276694025213,0.0757879942173209,-0.0033603248147996,,,2016
2016-12-11,2016121101,16,3,2.0,07:52,8,1372.0,43.0,CAR,49.0,49.0,7,53,0.0,1.0,SD,CAR,(7:52) P.Rivers pass short left to A.Gates pushed ob at CAR 22 for 27 yards (K.Coleman; D.Worley).,1,27,0,0,,,,0,0,,Pass,P.Rivers,00-0022942,1,Complete,Short,13,14,0,left,0,,,None,0,,,A.Gates,00-0021547,1,,,,K.Coleman,D.Worley,,,0,,,0,0,,0,,,,0,7.0,26.0,-19.0,19.0,CAR,SD,0,None,3,3,3,3,3,0.0044398350496523,0.0948282114347509,0.0007672374642682114,0.1458971212210379,0.3267160669258803,0.0036927499550643,0.423658777949346,0.0,0.0,2.645846188553137,1.7247869363186878,1.1695221073414626,0.5552648289772253,0.9275723305974788,0.0724276694025213,0.9095174324721668,0.0904825675278334,0.0724276694025213,0.018054898125312,0.0127857664913789,0.0052691316339331,2016
2016-12-11,2016121101,16,3,1.0,07:01,8,1321.0,51.0,CAR,22.0,22.0,10,53,0.0,0.0,SD,CAR,(7:01) P.Rivers pass incomplete deep right to H.Henry.,1,0,0,0,,,,0,0,,Pass,P.Rivers,00-0022942,1,Incomplete Pass,Deep,18,0,0,right,0,,,None,0,,,H.Henry,00-0033090,0,,,,,,,,0,,,0,0,,0,,,,0,7.0,26.0,-19.0,19.0,CAR,SD,0,None,3,3,3,3,3,0.0022519861792315,0.0350490170473447,3.865673059235504e-05,0.0533769579402535,0.3754559418897344,0.0027327424204576,0.5310946977923857,0.0,0.0,4.370633124871825,-0.4357540056060793,0.7982755797052041,-1.2340295853112837,0.9095174324721664,0.0904825675278334,0.914740635475297,0.0852593645247029,0.0904825675278334,-0.0052232030031304,0.0095988141570583,-0.0148220171601888,2016
